date,service,region,team,env,cost_usd,account_id
2025-06-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.2,847291038472
2025-06-19,Amazon Relational Database Service,us-east-1,Database,prod,36.19,847291038472
2025-06-19,Amazon Relational Database Service,us-east-1,Database,dev,8.05,847291038472
2025-06-19,Amazon Simple Storage Service,us-west-2,Data,prod,14.1,847291038472
2025-06-19,Amazon CloudFront,global,Frontend,prod,15.71,847291038472
2025-06-19,Amazon CloudFront,global,Frontend,staging,5.38,847291038472
2025-06-19,Amazon DynamoDB,us-east-1,Backend,prod,24.78,847291038472
2025-06-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.34,847291038472
2025-06-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.34,847291038472
2025-06-20,Amazon Relational Database Service,us-east-1,Database,prod,36.12,847291038472
2025-06-20,Amazon Relational Database Service,us-east-1,Database,dev,8.37,847291038472
2025-06-20,Amazon Simple Storage Service,us-west-2,Data,prod,13.61,847291038472
2025-06-20,Amazon CloudFront,global,Frontend,prod,19.99,847291038472
2025-06-20,Amazon CloudFront,global,Frontend,staging,5.42,847291038472
2025-06-20,Amazon DynamoDB,us-east-1,Backend,prod,21.8,847291038472
2025-06-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.57,847291038472
2025-06-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.41,847291038472
2025-06-21,Amazon Relational Database Service,us-east-1,Database,prod,36.91,847291038472
2025-06-21,Amazon Relational Database Service,us-east-1,Database,dev,9.03,847291038472
2025-06-21,Amazon Simple Storage Service,us-west-2,Data,prod,12.64,847291038472
2025-06-21,Amazon CloudFront,global,Frontend,prod,19.52,847291038472
2025-06-21,Amazon CloudFront,global,Frontend,staging,5.0,847291038472
2025-06-21,Amazon DynamoDB,us-east-1,Backend,prod,23.79,847291038472
2025-06-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.95,847291038472
2025-06-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.73,847291038472
2025-06-22,Amazon Relational Database Service,us-east-1,Database,prod,37.65,847291038472
2025-06-22,Amazon Relational Database Service,us-east-1,Database,dev,8.92,847291038472
2025-06-22,Amazon Simple Storage Service,us-west-2,Data,prod,14.81,847291038472
2025-06-22,Amazon CloudFront,global,Frontend,prod,15.98,847291038472
2025-06-22,Amazon CloudFront,global,Frontend,staging,7.4,847291038472
2025-06-22,Amazon DynamoDB,us-east-1,Backend,prod,21.63,847291038472
2025-06-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.03,847291038472
2025-06-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.67,847291038472
2025-06-23,Amazon Relational Database Service,us-east-1,Database,prod,30.6,847291038472
2025-06-23,Amazon Relational Database Service,us-east-1,Database,dev,9.18,847291038472
2025-06-23,Amazon Simple Storage Service,us-west-2,Data,prod,14.26,847291038472
2025-06-23,Amazon CloudFront,global,Frontend,prod,14.51,847291038472
2025-06-23,Amazon CloudFront,global,Frontend,staging,4.82,847291038472
2025-06-23,Amazon DynamoDB,us-east-1,Backend,prod,23.92,847291038472
2025-06-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,41.95,847291038472
2025-06-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.88,847291038472
2025-06-24,Amazon Relational Database Service,us-east-1,Database,prod,33.35,847291038472
2025-06-24,Amazon Relational Database Service,us-east-1,Database,dev,8.27,847291038472
2025-06-24,Amazon Simple Storage Service,us-west-2,Data,prod,12.61,847291038472
2025-06-24,Amazon CloudFront,global,Frontend,prod,19.42,847291038472
2025-06-24,Amazon CloudFront,global,Frontend,staging,6.13,847291038472
2025-06-24,Amazon DynamoDB,us-east-1,Backend,prod,22.7,847291038472
2025-06-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.53,847291038472
2025-06-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.8,847291038472
2025-06-25,Amazon Relational Database Service,us-east-1,Database,prod,38.29,847291038472
2025-06-25,Amazon Relational Database Service,us-east-1,Database,dev,7.39,847291038472
2025-06-25,Amazon Simple Storage Service,us-west-2,Data,prod,15.13,847291038472
2025-06-25,Amazon CloudFront,global,Frontend,prod,22.21,847291038472
2025-06-25,Amazon CloudFront,global,Frontend,staging,5.07,847291038472
2025-06-25,Amazon DynamoDB,us-east-1,Backend,prod,24.17,847291038472
2025-06-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.08,847291038472
2025-06-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.24,847291038472
2025-06-26,Amazon Relational Database Service,us-east-1,Database,prod,36.33,847291038472
2025-06-26,Amazon Relational Database Service,us-east-1,Database,dev,10.02,847291038472
2025-06-26,Amazon Simple Storage Service,us-west-2,Data,prod,14.73,847291038472
2025-06-26,Amazon CloudFront,global,Frontend,prod,17.55,847291038472
2025-06-26,Amazon CloudFront,global,Frontend,staging,6.69,847291038472
2025-06-26,Amazon DynamoDB,us-east-1,Backend,prod,26.39,847291038472
2025-06-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.19,847291038472
2025-06-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.42,847291038472
2025-06-27,Amazon Relational Database Service,us-east-1,Database,prod,35.71,847291038472
2025-06-27,Amazon Relational Database Service,us-east-1,Database,dev,8.7,847291038472
2025-06-27,Amazon Simple Storage Service,us-west-2,Data,prod,14.73,847291038472
2025-06-27,Amazon CloudFront,global,Frontend,prod,21.58,847291038472
2025-06-27,Amazon CloudFront,global,Frontend,staging,4.59,847291038472
2025-06-27,Amazon DynamoDB,us-east-1,Backend,prod,22.71,847291038472
2025-06-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,38.14,847291038472
2025-06-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.16,847291038472
2025-06-28,Amazon Relational Database Service,us-east-1,Database,prod,35.11,847291038472
2025-06-28,Amazon Relational Database Service,us-east-1,Database,dev,8.35,847291038472
2025-06-28,Amazon Simple Storage Service,us-west-2,Data,prod,11.88,847291038472
2025-06-28,Amazon CloudFront,global,Frontend,prod,17.11,847291038472
2025-06-28,Amazon CloudFront,global,Frontend,staging,5.38,847291038472
2025-06-28,Amazon DynamoDB,us-east-1,Backend,prod,19.79,847291038472
2025-06-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.59,847291038472
2025-06-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.26,847291038472
2025-06-29,Amazon Relational Database Service,us-east-1,Database,prod,36.99,847291038472
2025-06-29,Amazon Relational Database Service,us-east-1,Database,dev,6.43,847291038472
2025-06-29,Amazon Simple Storage Service,us-west-2,Data,prod,13.97,847291038472
2025-06-29,Amazon CloudFront,global,Frontend,prod,16.68,847291038472
2025-06-29,Amazon CloudFront,global,Frontend,staging,5.16,847291038472
2025-06-29,Amazon DynamoDB,us-east-1,Backend,prod,28.11,847291038472
2025-06-30,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.89,847291038472
2025-06-30,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.09,847291038472
2025-06-30,Amazon Relational Database Service,us-east-1,Database,prod,35.76,847291038472
2025-06-30,Amazon Relational Database Service,us-east-1,Database,dev,8.52,847291038472
2025-06-30,Amazon Simple Storage Service,us-west-2,Data,prod,14.21,847291038472
2025-06-30,Amazon CloudFront,global,Frontend,prod,17.4,847291038472
2025-06-30,Amazon CloudFront,global,Frontend,staging,4.77,847291038472
2025-06-30,Amazon DynamoDB,us-east-1,Backend,prod,22.18,847291038472
2025-07-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.1,847291038472
2025-07-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.3,847291038472
2025-07-01,Amazon Relational Database Service,us-east-1,Database,prod,37.01,847291038472
2025-07-01,Amazon Relational Database Service,us-east-1,Database,dev,6.89,847291038472
2025-07-01,Amazon Simple Storage Service,us-west-2,Data,prod,13.09,847291038472
2025-07-01,Amazon CloudFront,global,Frontend,prod,19.47,847291038472
2025-07-01,Amazon CloudFront,global,Frontend,staging,5.43,847291038472
2025-07-01,Amazon DynamoDB,us-east-1,Backend,prod,23.24,847291038472
2025-07-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,43.76,847291038472
2025-07-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.62,847291038472
2025-07-02,Amazon Relational Database Service,us-east-1,Database,prod,36.57,847291038472
2025-07-02,Amazon Relational Database Service,us-east-1,Database,dev,8.78,847291038472
2025-07-02,Amazon Simple Storage Service,us-west-2,Data,prod,12.12,847291038472
2025-07-02,Amazon CloudFront,global,Frontend,prod,16.27,847291038472
2025-07-02,Amazon CloudFront,global,Frontend,staging,5.7,847291038472
2025-07-02,Amazon DynamoDB,us-east-1,Backend,prod,21.97,847291038472
2025-07-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.46,847291038472
2025-07-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.12,847291038472
2025-07-03,Amazon Relational Database Service,us-east-1,Database,prod,40.46,847291038472
2025-07-03,Amazon Relational Database Service,us-east-1,Database,dev,7.23,847291038472
2025-07-03,Amazon Simple Storage Service,us-west-2,Data,prod,13.86,847291038472
2025-07-03,Amazon CloudFront,global,Frontend,prod,19.36,847291038472
2025-07-03,Amazon CloudFront,global,Frontend,staging,4.71,847291038472
2025-07-03,Amazon DynamoDB,us-east-1,Backend,prod,20.29,847291038472
2025-07-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.63,847291038472
2025-07-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,20.51,847291038472
2025-07-04,Amazon Relational Database Service,us-east-1,Database,prod,35.83,847291038472
2025-07-04,Amazon Relational Database Service,us-east-1,Database,dev,9.48,847291038472
2025-07-04,Amazon Simple Storage Service,us-west-2,Data,prod,12.11,847291038472
2025-07-04,Amazon CloudFront,global,Frontend,prod,20.34,847291038472
2025-07-04,Amazon CloudFront,global,Frontend,staging,7.59,847291038472
2025-07-04,Amazon DynamoDB,us-east-1,Backend,prod,19.36,847291038472
2025-07-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.02,847291038472
2025-07-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.15,847291038472
2025-07-05,Amazon Relational Database Service,us-east-1,Database,prod,34.74,847291038472
2025-07-05,Amazon Relational Database Service,us-east-1,Database,dev,8.62,847291038472
2025-07-05,Amazon Simple Storage Service,us-west-2,Data,prod,14.03,847291038472
2025-07-05,Amazon CloudFront,global,Frontend,prod,16.13,847291038472
2025-07-05,Amazon CloudFront,global,Frontend,staging,5.58,847291038472
2025-07-05,Amazon DynamoDB,us-east-1,Backend,prod,24.5,847291038472
2025-07-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.03,847291038472
2025-07-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.56,847291038472
2025-07-06,Amazon Relational Database Service,us-east-1,Database,prod,40.05,847291038472
2025-07-06,Amazon Relational Database Service,us-east-1,Database,dev,7.71,847291038472
2025-07-06,Amazon Simple Storage Service,us-west-2,Data,prod,11.81,847291038472
2025-07-06,Amazon CloudFront,global,Frontend,prod,16.19,847291038472
2025-07-06,Amazon CloudFront,global,Frontend,staging,6.24,847291038472
2025-07-06,Amazon DynamoDB,us-east-1,Backend,prod,23.52,847291038472
2025-07-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,38.44,847291038472
2025-07-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.17,847291038472
2025-07-07,Amazon Relational Database Service,us-east-1,Database,prod,37.1,847291038472
2025-07-07,Amazon Relational Database Service,us-east-1,Database,dev,6.51,847291038472
2025-07-07,Amazon Simple Storage Service,us-west-2,Data,prod,11.66,847291038472
2025-07-07,Amazon CloudFront,global,Frontend,prod,16.63,847291038472
2025-07-07,Amazon CloudFront,global,Frontend,staging,4.44,847291038472
2025-07-07,Amazon DynamoDB,us-east-1,Backend,prod,24.62,847291038472
2025-07-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.19,847291038472
2025-07-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.15,847291038472
2025-07-08,Amazon Relational Database Service,us-east-1,Database,prod,32.76,847291038472
2025-07-08,Amazon Relational Database Service,us-east-1,Database,dev,9.18,847291038472
2025-07-08,Amazon Simple Storage Service,us-west-2,Data,prod,10.53,847291038472
2025-07-08,Amazon CloudFront,global,Frontend,prod,21.39,847291038472
2025-07-08,Amazon CloudFront,global,Frontend,staging,5.37,847291038472
2025-07-08,Amazon DynamoDB,us-east-1,Backend,prod,18.11,847291038472
2025-07-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.91,847291038472
2025-07-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.24,847291038472
2025-07-09,Amazon Relational Database Service,us-east-1,Database,prod,37.77,847291038472
2025-07-09,Amazon Relational Database Service,us-east-1,Database,dev,9.21,847291038472
2025-07-09,Amazon Simple Storage Service,us-west-2,Data,prod,13.04,847291038472
2025-07-09,Amazon CloudFront,global,Frontend,prod,18.79,847291038472
2025-07-09,Amazon CloudFront,global,Frontend,staging,5.59,847291038472
2025-07-09,Amazon DynamoDB,us-east-1,Backend,prod,21.27,847291038472
2025-07-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.69,847291038472
2025-07-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.46,847291038472
2025-07-10,Amazon Relational Database Service,us-east-1,Database,prod,37.06,847291038472
2025-07-10,Amazon Relational Database Service,us-east-1,Database,dev,9.0,847291038472
2025-07-10,Amazon Simple Storage Service,us-west-2,Data,prod,12.47,847291038472
2025-07-10,Amazon CloudFront,global,Frontend,prod,21.46,847291038472
2025-07-10,Amazon CloudFront,global,Frontend,staging,3.51,847291038472
2025-07-10,Amazon DynamoDB,us-east-1,Backend,prod,21.46,847291038472
2025-07-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.14,847291038472
2025-07-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,11.3,847291038472
2025-07-11,Amazon Relational Database Service,us-east-1,Database,prod,35.3,847291038472
2025-07-11,Amazon Relational Database Service,us-east-1,Database,dev,8.24,847291038472
2025-07-11,Amazon Simple Storage Service,us-west-2,Data,prod,11.4,847291038472
2025-07-11,Amazon CloudFront,global,Frontend,prod,20.87,847291038472
2025-07-11,Amazon CloudFront,global,Frontend,staging,4.17,847291038472
2025-07-11,Amazon DynamoDB,us-east-1,Backend,prod,24.51,847291038472
2025-07-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,43.79,847291038472
2025-07-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.94,847291038472
2025-07-12,Amazon Relational Database Service,us-east-1,Database,prod,36.55,847291038472
2025-07-12,Amazon Relational Database Service,us-east-1,Database,dev,6.87,847291038472
2025-07-12,Amazon Simple Storage Service,us-west-2,Data,prod,12.78,847291038472
2025-07-12,Amazon CloudFront,global,Frontend,prod,20.34,847291038472
2025-07-12,Amazon CloudFront,global,Frontend,staging,6.17,847291038472
2025-07-12,Amazon DynamoDB,us-east-1,Backend,prod,23.99,847291038472
2025-07-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.41,847291038472
2025-07-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.67,847291038472
2025-07-13,Amazon Relational Database Service,us-east-1,Database,prod,36.16,847291038472
2025-07-13,Amazon Relational Database Service,us-east-1,Database,dev,8.87,847291038472
2025-07-13,Amazon Simple Storage Service,us-west-2,Data,prod,13.23,847291038472
2025-07-13,Amazon CloudFront,global,Frontend,prod,21.31,847291038472
2025-07-13,Amazon CloudFront,global,Frontend,staging,5.2,847291038472
2025-07-13,Amazon DynamoDB,us-east-1,Backend,prod,24.85,847291038472
2025-07-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,42.63,847291038472
2025-07-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.83,847291038472
2025-07-14,Amazon Relational Database Service,us-east-1,Database,prod,35.19,847291038472
2025-07-14,Amazon Relational Database Service,us-east-1,Database,dev,6.92,847291038472
2025-07-14,Amazon Simple Storage Service,us-west-2,Data,prod,14.81,847291038472
2025-07-14,Amazon CloudFront,global,Frontend,prod,16.92,847291038472
2025-07-14,Amazon CloudFront,global,Frontend,staging,4.65,847291038472
2025-07-14,Amazon DynamoDB,us-east-1,Backend,prod,22.82,847291038472
2025-07-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.11,847291038472
2025-07-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.3,847291038472
2025-07-15,Amazon Relational Database Service,us-east-1,Database,prod,38.24,847291038472
2025-07-15,Amazon Relational Database Service,us-east-1,Database,dev,6.33,847291038472
2025-07-15,Amazon Simple Storage Service,us-west-2,Data,prod,12.94,847291038472
2025-07-15,Amazon CloudFront,global,Frontend,prod,17.61,847291038472
2025-07-15,Amazon CloudFront,global,Frontend,staging,7.01,847291038472
2025-07-15,Amazon DynamoDB,us-east-1,Backend,prod,23.54,847291038472
2025-07-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.99,847291038472
